timestamp,airport_code,airport_name,latitude,longitude,temperature,feels_like,humidity,wind_speed,wind_direction,wind_direction_symbol,gust_speed,pressure,precipitation,rain_probability,snow_probability,uv_index,dewpoint,visibility,cloud,condition,condition_code
2025-03-06 00:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.3,28.9,79,15.5,159,SSE,13.4,1009.0,0.0,0,0,0.0,22.3,10.0,51,Partly cloudy,1003
2025-03-06 01:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.1,28.7,80,14.0,155,SSE,12.2,1009.0,0.0,45,0,0.0,22.4,10.0,39,Partly cloudy,1003
2025-03-06 02:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.8,28.5,82,13.3,158,SSE,11.6,1009.0,0.0,45,0,0.0,22.5,10.0,50,Partly cloudy,1003
2025-03-06 03:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.7,28.4,83,12.2,156,SSE,10.7,1008.0,0.0,0,0,0.0,22.6,10.0,53,Partly cloudy,1003
2025-03-06 04:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.5,28.1,84,12.2,149,SSE,10.9,1008.0,0.0,0,0,0.0,22.6,10.0,49,Partly cloudy,1003
2025-03-06 05:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.4,28.0,85,12.2,142,SE,11.0,1009.0,0.0,0,0,0.0,22.6,10.0,43,Partly cloudy,1003
2025-03-06 06:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,25.2,27.7,86,10.8,141,SE,9.9,1010.0,0.0,0,0,0.0,22.6,10.0,37,Partly cloudy,1003
2025-03-06 07:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,26.0,28.7,82,12.6,142,SE,10.2,1010.0,0.0,0,0,7.0,22.7,10.0,39,Partly cloudy,1003
2025-03-06 08:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,28.1,30.9,69,16.6,128,SE,11.8,1011.0,0.0,45,0,7.0,21.9,10.0,57,Partly cloudy,1003
2025-03-06 09:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,30.3,33.1,57,17.3,118,ESE,12.3,1011.0,0.0,0,0,8.0,20.8,10.0,35,Partly cloudy,1003
2025-03-06 10:00,SGN,Sân bay Quốc tế Tân Sơn Nhất,10.8187999725,106.652000427,32.5,35.3,48,16.6,114,ESE,11.8,1011.0,0.0,0,0,8.0,20.0,10.0,13,Sunny,1000
